uuid,adding_salt,aniseed,apple_juice,apples,asparagus,aubergine,avocados,bacon,baked_steamed_fish,bananas,barbequed_grilled_meat,beef_steak,beetroot,bell_pepper,bicycling,biscuits,bitter_foods,bitter_ale,black_olives,black_pepper,blue_cheese,bolognese_sauce,broad_beans,broccoli,brown_rice,brussel_sprouts,burgers_meat,burn_spicy_foods,butter_bread,butternut_squash,cabbage,cake,cake_icing,capers,cauliflower,cereal_granola_bar,cheesecake,cherries,chicken,chilli_pepper,chips_french_fries,cigarette_smoking,cod,coffee_with_sugar,coffee_without_sugar,coriander,corn_flakes,cream,croissant,cucumber,curry,dairy_products,dark_chocolate,diet_fizzy_drinks,dried_fruit,eggs,exercising_alone,exercising_with_others,extra_virgin_olive_oil,fatty_foods,fresh_tomatoes,fried_chicken,fried_battered_fish,fruit,garlic,gherkins,globe_artichoke,goats_cheese,going_cafe,going_gym,going_pub,grapefruit,green_olives,haddock,ham,hard_cheese,herring,honey,horseradish_wasabi,ice_cream,jam,kiwi_fruit,lager,lamb,lemons,lentils_beans,liver,mackerel,marzipan,mayonnaise,melon,milk_chocolate,mushrooms,onions,orange_juice,oranges,pasta,pears,pizza,plain_yogurt,plums,pollock,pork_chop,porridge,potato_crisps,potatoes,prawns,raw_carrots,red_meat,red_wine,regular_fizzy_drinks,roast_chicken,salad_dressing,salad_leaves,salami,salmon,salty_foods,salty_pretzels,sardines,sausages_meat,savoury_biscuits,shellfish_other,skimmed_milk,smoked_fish,soft_cheese,soy_sauce,soya_milk,spicy_foods,spinach,spirits,strawberries,sweet_coffee_drinks,sweet_foods,taking_stairs,tea_with_sugar,tea_without_sugar,tomato_ketchup,tinned_tuna,turnip_white,vegetables,vinegar,watching_television,whisky,white_bread,white_rice,white_wine,whole_grain_cereal,whole_milk,wholemeal_bread,working_up_sweat
bf6846e2-7267-4437-afc1-0f8c509cd2df,9,6,4,10,7,8,7,1,1,2,8,7,2,4,7,10,8,7,8,2,8,6,6,2,2,8,2,3,2,6,5,8,5,11,6,7,9,7,5,11,11,2,7,2,5,3,2,5,5,2,6,6,7,11,6,9,2,7,5,10,4,2,11,5,8,8,9,9,3,7,6,9,9,10,8,2,10,3,6,4,8,9,8,1,6,10,1,9,1,7,3,8,7,9,4,5,2,5,1,6,10,10,10,3,11,10,4,8,5,9,7,8,9,2,1,3,10,4,6,7,10,5,9,3,5,8,6,5,7,9,3,9,3,4,5,5,2,7,8,10,4,5,11,9,4,2,9,11,9,6
48045289-6bf0-4938-bf87-de41b8d83228,5,11,5,4,4,3,8,4,4,2,3,6,4,10,7,2,7,11,4,7,1,11,11,10,7,1,7,7,3,11,4,1,8,1,6,4,4,8,8,9,2,5,6,9,4,10,6,6,4,11,4,9,3,3,10,6,10,8,6,5,8,7,2,2,11,1,11,10,4,11,8,8,6,6,2,5,11,7,2,1,1,4,6,3,11,8,10,11,1,9,1,11,11,1,3,11,11,4,6,5,7,9,10,6,7,10,2,6,7,8,1,3,6,6,10,11,7,3,9,5,6,2,2,1,7,1,2,10,11,6,7,11,1,10,10,6,1,9,2,6,6,6,7,6,5,6,7,5,1,4
10d7e83d-510c-4858-881b-e013b3088281,1,7,5,11,4,11,2,8,6,6,7,6,2,1,4,8,2,5,11,7,9,8,1,6,5,1,6,2,2,4,4,8,1,10,2,7,2,10,10,2,9,11,1,4,7,2,10,10,1,2,2,11,3,3,2,1,4,1,2,6,4,5,7,1,5,11,3,10,7,8,9,8,7,11,10,11,2,11,3,11,8,5,11,5,3,1,10,10,9,9,3,11,4,6,8,3,4,3,10,8,3,7,9,7,5,7,8,6,3,4,2,4,5,11,11,2,8,1,3,10,11,5,7,8,7,5,10,9,8,2,8,2,3,8,8,3,2,11,4,1,2,9,11,3,7,11,7,1,4,4
27188a55-046f-457b-b3cc-9b38abf8e219,7,4,6,9,9,7,4,10,3,5,11,2,2,4,6,11,5,8,10,4,9,5,10,7,6,3,8,7,2,9,10,4,7,7,10,4,9,2,3,8,7,3,11,4,6,6,1,3,9,3,4,9,10,2,7,8,2,11,11,4,6,5,10,7,8,10,2,6,5,8,6,9,9,6,8,10,5,4,4,7,5,1,10,9,10,5,2,1,5,1,7,3,2,4,6,7,4,5,3,1,9,7,9,5,2,5,10,5,7,3,1,10,1,8,6,11,11,4,10,5,8,4,11,4,10,8,6,4,1,5,5,2,9,8,8,3,5,4,7,6,8,7,1,5,10,8,9,5,4,11
6e363511-9470-4fd6-8f20-bef5fc288379,7,5,11,7,11,2,9,4,10,4,2,7,10,10,6,10,4,5,8,10,10,7,8,1,5,3,5,11,3,1,2,2,7,7,10,3,1,6,5,7,9,9,4,9,9,2,8,1,1,9,1,10,1,2,11,2,3,9,10,10,5,9,1,2,8,4,11,3,5,2,7,4,3,8,11,9,10,6,8,11,1,1,9,6,2,10,3,6,11,4,2,4,4,3,5,6,11,5,11,1,3,7,3,2,6,3,5,6,9,4,7,3,6,2,4,7,8,5,4,4,9,9,8,7,5,3,4,10,6,9,8,5,6,6,1,4,10,11,2,4,10,1,4,10,5,1,10,1,10,2
c61833df-d331-47bd-8f2f-6442e7a0bc28,2,1,9,11,3,7,5,10,2,11,3,3,11,11,11,1,10,6,3,6,4,7,6,2,9,9,6,8,11,5,8,7,2,11,1,1,11,4,10,5,11,3,2,8,9,6,8,8,4,1,3,10,10,7,8,6,1,3,2,5,7,8,7,10,8,2,10,11,11,3,2,10,2,5,10,5,3,5,8,11,9,6,11,11,4,5,5,11,6,11,10,4,3,5,8,10,10,1,9,11,2,10,3,8,8,8,2,8,2,7,9,6,5,6,10,5,8,6,3,8,2,9,1,10,10,7,10,2,7,11,6,8,4,7,8,8,6,7,8,10,11,7,9,2,2,5,9,5,7,6
d5be47d1-a884-408d-b852-a2c9e96a0f27,5,10,9,7,7,7,10,7,3,8,6,7,3,6,4,3,2,10,3,3,2,10,3,11,5,4,4,6,9,8,3,8,11,3,9,8,1,8,6,1,5,6,2,5,8,1,10,6,1,8,10,11,3,7,5,10,3,4,8,5,8,8,8,10,1,11,8,9,5,7,4,4,5,7,7,1,1,4,2,5,10,8,5,6,11,8,1,9,2,6,8,10,10,7,10,11,10,4,10,6,1,9,7,6,11,6,1,7,9,5,10,9,8,6,7,11,2,4,8,2,5,3,2,2,7,7,1,4,7,6,6,2,6,11,1,5,9,8,1,11,8,5,8,2,9,6,9,8,1,9
c8f9c91d-e92d-4601-96a6-2055b3221c63,5,2,5,11,9,4,9,4,6,7,7,10,2,10,9,3,9,11,5,9,11,11,7,11,11,6,2,11,10,4,7,10,8,7,10,2,1,8,6,2,6,11,1,6,1,10,1,11,8,4,10,4,6,4,5,10,7,9,2,1,4,8,4,3,9,10,2,5,7,10,7,9,3,1,7,7,4,1,6,6,6,4,1,2,7,4,2,8,4,2,2,5,11,4,11,3,4,1,10,11,10,10,3,5,8,11,10,6,4,9,6,9,10,7,1,5,10,11,2,11,7,1,3,4,11,9,2,4,2,2,7,2,4,1,10,7,6,9,1,8,9,7,11,7,11,5,2,3,2,4
437b19c2-7494-4dbd-9e36-fc6fe622089b,6,10,10,1,11,6,9,5,9,2,1,4,7,2,10,10,7,5,11,1,3,8,3,3,8,10,4,3,2,5,7,8,4,10,1,4,9,10,7,1,8,4,1,6,8,9,6,8,6,9,2,8,11,6,2,6,5,8,2,7,5,5,7,1,4,11,2,4,2,6,4,4,7,10,9,8,6,8,2,10,11,8,4,4,11,4,10,9,4,11,2,9,3,3,3,4,10,10,9,10,4,5,10,2,4,4,4,1,1,2,6,1,11,5,8,3,7,1,8,4,9,3,4,7,4,10,8,1,11,2,11,2,1,6,11,5,11,5,11,5,1,6,6,2,7,3,2,7,11,11
b26bbc84-778f-4625-8dd8-b821212b11d0,5,7,11,7,10,8,4,11,1,4,8,4,8,10,4,8,10,5,10,11,7,4,7,10,11,11,3,9,11,6,4,2,8,9,4,1,2,10,2,3,6,3,6,6,6,7,9,3,9,4,5,2,11,9,4,11,1,8,5,3,11,11,2,9,5,7,2,9,5,4,10,9,2,5,6,3,7,1,4,3,3,6,7,7,1,10,4,11,10,8,5,11,2,3,4,8,4,3,7,9,8,3,9,4,6,1,5,11,5,10,9,7,6,9,1,10,11,6,11,11,10,11,9,9,6,4,2,9,2,11,11,5,9,10,11,8,8,7,2,3,1,2,2,1,7,5,3,3,10,6
